# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "../assignment-data//db/gencode.v30.annotation.gtf" "-g" "gene_name" "-o" "../assignment-data//results/diff-res/counts.txt" "../assignment-data//results/diff-res/bwa/S1.bam" "../assignment-data//results/diff-res/bwa/S2.bam" "../assignment-data//results/diff-res/bwa/S3.bam" "../assignment-data//results/diff-res/bwa/S4.bam" "../assignment-data//results/diff-res/bwa/S5.bam" "../assignment-data//results/diff-res/hisat/S1.bam" "../assignment-data//results/diff-res/hisat/S2.bam" "../assignment-data//results/diff-res/hisat/S3.bam" "../assignment-data//results/diff-res/hisat/S4.bam" "../assignment-data//results/diff-res/hisat/S5.bam" 
Geneid	../assignment-data//results/diff-res/bwa/S1.bam	../assignment-data//results/diff-res/bwa/S2.bam	../assignment-data//results/diff-res/bwa/S3.bam	../assignment-data//results/diff-res/bwa/S4.bam	../assignment-data//results/diff-res/bwa/S5.bam	../assignment-data//results/diff-res/hisat/S1.bam
AL161722.2	0	0	0	0	0	0
MAGEB16	0	0	0	0	0	0
AL590065.1	0	0	0	0	0	0
CFAP47	0	0	0	0	0	0
RNU6-641P	0	0	0	0	0	0
HMGB1P16	0	0	0	0	0	0
AL606516.1	0	0	0	0	0	0
RPS15AP40	0	0	0	0	0	0
AL592156.1	0	0	0	0	0	0
AC006924.1	0	0	0	0	0	0
BX842568.4	1	0	1	0	0	0
BX842568.2	114	112	114	116	104	0
BX842568.3	1	0	0	0	0	0
FAM47C	0	0	0	0	0	0
FTH1P18	0	0	0	0	0	0
BX842568.1	0	0	0	0	0	0
MOB1AP2	0	0	0	0	0	0
PRRG1	92	120	82	110	105	0
AF241726.2	0	0	0	0	0	0
AC245096.1	0	0	0	0	0	0
FTH1P19	0	0	0	0	0	0
FTH1P27	0	0	0	0	0	0
FAM47DP	0	0	0	0	0	0
LANCL3	8	6	3	0	0	0
XK	0	0	0	0	2	0
AC233297.1	0	0	0	0	0	0
CYBB	0	0	0	0	0	0
DYNLT3	27	28	65	42	26	0
RNU6-49P	0	0	0	0	0	0
AL121578.3	0	0	0	0	0	0
AL121578.1	0	0	0	0	1	0
HYPM	0	0	0	0	0	0
AL121578.2	0	0	0	0	0	0
SYTL5	0	0	0	0	0	0
MIR548AJ2	0	0	0	0	0	0
SRPX	921	777	978	883	820	0
AL606748.1	0	0	0	0	1	0
RPGR	114	60	61	42	125	0
OTC	0	0	0	0	0	0
TDGF1P1	0	0	0	0	0	0
AF241726.1	1	0	2	0	1	0
FTLP16	0	0	0	0	0	0
UBTFL11	0	0	0	0	0	0
TSPAN7	32	48	55	52	54	0
RNU7-7P	0	0	0	0	0	0
AF241728.1	0	0	0	0	0	0
MID1IP1	35	65	33	56	52	0
MID1IP1-AS1	0	1	2	1	0	0
RNU6-591P	0	0	0	0	0	0
AC108879.1	0	0	0	0	0	0
LINC01281	0	0	0	0	0	0
LINC01282	0	0	0	0	0	0
LINC01283	0	0	0	0	0	0
MIR3937	0	0	0	0	0	0
RN7SL732P	0	0	0	0	0	0
GAPDHP1	2882	3001	2955	2977	2989	0
AC091810.1	0	0	0	0	0	0
AL592164.1	0	0	0	0	0	0
MIR1587	0	0	0	0	0	0
RPS11P7	0	0	0	0	0	0
AL592164.2	0	0	0	0	0	0
AC092198.1	0	0	0	0	0	0
BCOR	61	94	99	99	94	0
AC091806.1	0	0	0	0	2	0
AC091807.1	22	11	15	18	15	0
AC092473.1	0	0	0	0	0	0
RNU7-164P	0	0	0	0	0	0
ATP6AP2	340	343	344	305	320	0
MPC1L	0	0	0	0	0	0
CXorf38	40	12	21	25	19	0
MED14	226	251	195	214	258	0
MED14OS	3	0	1	0	0	0
DPRXP6	0	0	0	0	0	0
AC092474.1	0	0	0	0	0	0
AC092474.2	3	5	5	9	4	0
MKRN4P	3	5	5	7	3	0
SDCBPP3	171	143	121	162	142	0
AC092268.1	0	0	0	0	0	0
RPS2P55	110	74	81	109	125	0
CLIC4P3	105	86	81	118	95	0
USP9X	351	348	389	402	329	0
LINC02601	0	0	0	0	4	0
RNA5SP502	0	0	0	0	0	0
AL391647.1	3	6	5	4	3	0
DDX3X	1460	1268	1318	1254	1232	0
RN7SL15P	0	0	0	0	0	0
NYX	0	0	0	0	0	0
Z93015.1	0	0	0	0	0	0
CASK	82	43	53	56	44	0
CASK-AS1	0	0	0	0	0	0
RNU6-1321P	0	0	0	0	1	0
AL627402.1	50	37	64	58	60	0
RN7SL144P	0	0	0	0	0	0
GPR34	0	0	0	0	0	0
GPR82	0	0	0	0	0	0
AL353691.1	0	0	0	0	0	0
AL353691.2	0	0	0	0	0	0
RNU6-202P	0	0	0	0	0	0
AL133329.1	0	0	0	0	0	0
ATP5MC2P4	140	128	173	146	173	0
RNU6-630P	0	0	0	0	0	0
Z92545.1	0	0	0	0	0	0
RNU6-1124P	0	0	0	0	0	0
Z93403.1	0	0	0	0	0	0
AL023875.1	0	0	0	0	0	0
PPP1R2C	0	0	0	0	0	0
AL451086.1	0	0	0	0	0	0
PINCR	0	0	0	0	0	0
IMPDH1P4	2	0	0	0	5	0
AL023574.1	0	0	0	0	0	0
NANOGP10	0	0	0	0	0	0
MAOA	52	82	60	86	73	0
MAOB	0	0	0	0	0	0
NDP	0	0	0	0	0	0
NDP-AS1	0	0	0	0	0	0
AL034370.1	154	135	135	153	134	0
EFHC2	0	0	0	0	0	0
TATDN2P1	0	0	0	0	0	0
RRM2P3	176	151	146	120	164	0
AL022163.1	0	0	0	0	0	0
FDPSP5	31	35	28	38	41	0
FUNDC1	32	10	39	9	22	0
CHTF8P1	0	0	0	0	0	0
RPL19P20	0	0	0	0	0	0
RPSAP61	0	0	0	3	0	0
RN7SL291P	0	0	0	0	0	0
DUSP21	0	0	0	0	0	0
KDM6A	87	90	39	50	81	0
DIPK2B	427	447	459	422	424	0
AC136489.1	0	0	0	0	0	0
AL020989.1	0	0	0	0	0	0
LINC01204	0	0	0	0	0	0
KRT8P14	0	0	0	0	0	0
AC234772.1	0	0	0	0	0	0
MIR222HG	14	9	9	22	24	0
MIR221	2	7	0	0	0	0
MIR222	0	0	0	0	0	0
AC234772.2	0	0	0	0	0	0
LINC02595	0	0	0	0	0	0
AL031584.1	0	0	0	0	0	0
AL031584.2	0	0	0	0	0	0
MED28P4	1	1	5	2	5	0
KRT18P68	0	0	0	0	0	0
PCNAP3	26	17	22	23	21	0
ACTBP1	1	0	0	1	0	0
LINC01186	0	0	0	0	0	0
AL139811.2	16	13	19	14	18	0
GAPDHP65	381	391	380	363	412	0
KRBOX4	33	13	24	25	24	0
AL139811.1	1	7	2	4	7	0
ZNF674	13	4	7	2	7	0
RNU6-50P	0	0	0	0	0	0
ZNF674-AS1	8	9	4	8	2	0
MKI67P1	0	0	0	0	0	0
CHST7	58	18	13	25	38	0
SLC9A7	30	33	46	26	22	0
PGAM1P7	0	0	0	0	0	0
YBX1P8	0	0	0	0	0	0
AL512633.1	85	70	64	79	63	0
RP2	103	82	111	89	67	0
LINC01545	0	0	0	1	0	0
JADE3	91	76	77	56	61	0
RGN	0	0	0	0	0	0
RNU6-1189P	0	0	0	0	0	0
RNU12-2P	0	0	0	0	0	0
NDUFB11	148	174	194	190	141	0
RBM10	242	262	217	281	220	0
AL513366.1	2	1	1	0	0	0
UBA1	1568	1822	1517	1603	1733	0
INE1	0	0	0	0	1	0
CDK16	486	390	439	436	389	0
USP11	92	120	104	128	108	0
AL591503.3	3	2	6	2	2	0
RN7SL785P	0	0	0	0	0	0
AL591503.1	0	0	0	0	0	0
ZNF157	0	0	0	0	0	0
SNORA11C	0	0	0	0	0	0
AL591503.2	0	0	0	0	0	0
NPM1P49	0	0	0	0	0	0
ZNF41	20	16	6	13	8	0
LINC01560	6	0	0	2	0	0
NUS1P1	48	36	31	51	34	0
ARAF	189	168	149	139	163	0
SYN1	0	0	1	0	0	0
Z84466.1	0	0	0	0	0	0
TIMP1	518	472	461	405	429	0
MIR4769	0	0	0	0	0	0
CFP	2	0	0	0	0	0
ELK1	81	91	70	67	86	0
UXT	47	110	79	42	77	0
UXT-AS1	0	0	0	0	0	0
CXXC1P1	0	0	0	0	0	0
AL009172.1	0	0	0	0	0	0
AL022578.1	0	0	0	0	0	0
WASF4P	98	65	65	86	89	0
ZNF81	6	3	10	10	2	0
RPL7P57	0	0	3	0	0	0
ZNF182	6	5	7	4	10	0
ZNF630	0	2	2	0	0	0
SPACA5	0	0	0	0	0	0
ZNF630-AS1	0	0	0	0	0	0
SSX6P	0	0	0	0	0	0
SPACA5B	0	0	0	0	0	0
AC244636.1	0	0	0	0	0	0
AC244636.2	0	0	1	3	0	0
RNU6-707P	0	0	0	0	0	0
SSXP3	0	0	0	0	0	0
AC245047.7	0	0	0	0	0	0
SSX5	0	0	0	0	0	0
AC245047.5	0	1	4	1	2	0
RNA5SP503	0	0	0	0	0	0
AC245047.1	0	0	0	0	0	0
AC245047.3	0	0	0	0	0	0
AC245047.2	5	1	2	4	7	0
SSX1	0	0	0	0	0	0
AC245047.4	0	0	0	0	1	0
AC245047.8	0	0	0	0	0	0
AC245047.6	0	2	0	0	0	0
SSX9P	0	0	0	0	0	0
AL606490.6	2	2	0	3	1	0
SSXP9	0	0	0	0	0	0
AL606490.3	0	0	0	0	0	0
AL606490.9	0	0	0	0	0	0
SSX3	0	0	0	0	0	0
AL606490.1	0	0	0	0	0	0
AL606490.7	0	0	0	0	0	0
SSX4	0	0	0	0	0	0
SSX4B	0	0	0	0	0	0
AL606490.5	2	2	2	1	0	0
AL606490.4	0	0	0	0	0	0
AL606490.8	0	0	0	0	0	0
AL606490.2	58	50	52	54	46	0
SLC38A5	86	55	79	77	48	0
FTSJ1	175	112	147	176	228	0
AF196972.1	0	0	0	0	0	0
PORCN	13	9	4	3	24	0
EBP	18	19	17	13	16	0
AF196969.1	0	0	0	0	0	0
TBC1D25	41	35	48	31	42	0
AC115618.1	3	0	0	2	0	0
RBM3	847	698	811	649	717	0
AC115618.2	0	0	0	0	0	0
AC115618.3	0	0	0	0	0	0
MRPL32P1	0	0	0	0	0	0
WDR13	141	122	165	118	128	0
VN1R110P	0	0	0	0	0	0
WAS	0	0	4	0	0	0
SUV39H1	30	15	28	20	27	0
AC231533.1	0	0	0	0	0	0
RNU6-1056P	0	0	0	0	0	0
GLOD5	0	0	0	0	0	0
AC231533.2	52	36	47	38	48	0
RNU6-29P	0	0	0	0	0	0
GATA1	0	0	0	0	0	0
HDAC6	85	66	53	73	35	0
ERAS	0	0	0	0	0	0
PCSK1N	0	0	0	2	2	0
PQBP1	107	135	109	94	102	0
TIMM17B	18	25	39	42	37	0
SLC35A2	88	59	69	55	76	0
PIM2	10	4	20	23	23	0
OTUD5	185	155	134	124	102	0
AC233300.1	0	0	0	4	0	0
RNU6-722P	0	0	0	0	0	0
KCND1	0	0	4	8	6	0
GRIPAP1	153	135	99	183	187	0
TFE3	136	123	153	125	105	0
CCDC120	22	4	32	10	27	0
PRAF2	16	17	29	20	24	0
WDR45	7	10	5	17	5	0
RNU4-52P	0	0	0	0	0	0
GPKOW	40	81	62	64	68	0
RN7SL262P	0	0	0	0	0	0
AC231657.2	0	0	0	0	0	0
MAGIX	2	0	2	2	0	0
AC231657.1	0	0	0	0	0	0
PLP2	265	274	232	277	278	0
PRICKLE3	16	30	10	11	13	0
SYP	0	0	0	2	0	0
SYP-AS1	0	0	0	0	0	0
CACNA1F	0	0	0	0	0	0
HSPB1P2	156	174	186	185	163	0
CCDC22	60	75	53	41	31	0
FOXP3	0	0	0	0	0	0
AC232271.3	0	0	0	0	0	0
PPP1R3F	4	8	6	1	0	0
AC232271.1	0	0	6	4	4	0
AC232271.2	0	0	0	0	0	0
GAGE10	0	0	0	0	0	0
GAGE12J	0	0	0	0	0	0
GAGE13	0	0	0	0	0	0
GAGE2E	0	0	0	0	0	0
GAGE12B	0	0	0	0	0	0
GAGE12C	0	0	0	0	0	0
GAGE12D	0	0	0	0	0	0
GAGE12F	0	0	0	0	0	0
GAGE12E	0	0	0	0	0	0
GAGE12G	0	0	0	0	0	0
GAGE12H	0	0	0	0	0	0
GAGE1	0	0	0	0	0	0
GAGE2A	0	0	0	0	0	0
VDAC1P2	91	81	95	87	91	0
SALL1P1	0	0	0	0	0	0
PAGE1	0	0	0	0	0	0
PAGE4	0	0	0	0	0	0
USP27X-AS1	0	0	2	4	2	0
USP27X	2	14	10	12	14	0
AC236430.1	0	0	0	0	0	0
CLCN5	27	16	45	32	24	0
RNU6-421P	0	0	0	0	0	0
MIR532	0	0	0	0	0	0
MIR188	0	0	0	0	0	0
MIR500A	0	0	0	0	0	0
MIR362	0	0	0	0	0	0
MIR501	0	0	0	0	0	0
MIR500B	0	0	0	0	0	0
MIR660	0	0	0	0	0	0
MIR502	0	0	0	0	0	0
PYY3	0	0	0	0	0	0
AKAP4	0	0	0	0	0	0
CCNB3	0	0	0	0	0	0
DGKK	0	0	0	0	0	0
SHROOM4	236	197	225	180	215	0
RNU6-935P	0	0	0	0	0	0
H3F3AP5	0	0	0	0	0	0
BMP15	0	0	0	0	0	0
HMGB1P15	0	0	0	0	0	0
AC239367.1	0	0	0	0	0	0
AC239367.2	0	0	0	0	0	0
LINC01284	0	0	0	0	0	0
AC239367.3	0	0	0	0	0	0
NUDT10	2	2	1	4	4	0
AC233976.1	0	0	0	0	0	0
AL158055.1	0	0	0	0	0	0
CXorf67	0	0	0	0	0	0
NUDT11	14	8	9	6	10	0
LINC01496	0	0	0	0	0	0
CENPVL3	0	0	0	0	0	0
CENPVL2	0	0	0	0	0	0
CENPVL1	0	0	0	0	0	0
GSPT2	60	67	69	52	54	0
MAGED1	798	863	859	772	812	0
AC241520.1	0	0	0	0	0	0
RNU6-504P	0	0	0	0	0	0
AL929410.1	0	0	0	0	0	0
IPO7P1	48	34	42	29	39	0
AL929410.2	0	1	0	0	0	0
TPMTP3	0	0	0	0	0	0
AC239585.1	0	0	0	0	0	0
AC239585.2	0	0	0	0	0	0
MAGED4B	55	38	21	37	35	0
SNORA11E	0	0	0	0	0	0
MAGED4	47	53	36	39	35	0
SNORA11D	0	0	0	0	0	0
AC245177.1	0	0	0	0	0	0
AC231759.1	0	0	0	0	0	0
MIR8088	0	0	0	0	0	0
XAGE2	0	0	0	0	0	0
AC231532.1	0	0	0	0	0	0
AC231532.2	0	0	0	0	0	0
BX510359.1	0	0	0	0	0	0
BX510359.5	0	0	0	0	0	0
BX510359.8	0	0	0	0	0	0
BX510359.7	0	0	0	0	0	0
RBM22P6	0	0	0	0	0	0
XAGE1A	0	0	0	0	0	0
RBM22P7	0	0	0	0	0	0
XAGE1B	0	0	0	0	0	0
BX510359.6	0	0	0	0	0	0
BX510359.2	0	0	0	0	0	0
BX510359.4	0	0	0	0	0	0
BX510359.3	0	0	0	0	0	0
SSXP4	0	0	0	0	0	0
SSXP1	0	0	0	0	0	0
AL450023.2	2	0	0	0	0	0
SSX8P	0	0	0	0	0	0
SSX7	0	0	0	0	0	0
AL450023.1	2	4	1	6	1	0
RNA5SP504	0	0	0	0	0	0
SSXP5	0	0	0	0	0	0
AL450023.3	0	0	0	0	0	0
SSX2	0	0	0	0	0	0
AC244505.2	0	0	0	0	0	0
AC244505.3	0	0	0	0	0	0
AC244505.5	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0
AC244505.7	0	0	0	0	0	0
AC244505.4	0	0	0	0	0	0
SPANXN5	0	0	0	0	0	0
AC244505.6	0	0	0	0	0	0
XAGE5	0	0	0	0	0	0
AC244505.1	0	0	0	0	0	0
EIF4A2P4	136	112	130	136	139	0
XAGE3	0	0	0	0	0	0
AC234031.1	15	20	12	12	18	0
AC234031.2	0	0	0	0	0	0
FAM156A	19	24	16	23	14	0
GPR173	12	15	4	8	13	0
BX322635.1	0	0	0	0	0	0
TSPYL2	26	24	34	38	14	0
AL591212.1	0	0	0	0	0	0
KANTR	4	11	12	14	4	0
AL591212.2	0	0	0	0	0	0
ACTG1P10	0	0	1	0	1	0
AL139396.1	2	1	2	4	0	0
KDM5C	371	461	395	523	449	0
MIR6895	0	0	0	0	0	0
MIR6894	0	0	0	0	0	0
KDM5C-IT1	0	0	0	0	0	0
IQSEC2	28	10	21	32	21	0
RPSAP62	0	0	0	0	0	0
AC245102.2	0	0	0	0	0	0
AC245102.1	0	0	0	0	0	0
SMC1A	516	407	451	530	552	0
MIR6857	0	0	0	0	0	0
RIBC1	0	0	0	0	0	0
HSD17B10	147	157	140	117	130	0
AC233728.1	0	0	0	0	0	0
AC233728.2	5	1	11	6	1	0
VTRNA3-1P	0	0	0	0	0	0
HUWE1	1215	1155	1143	1090	1138	0
MIR98	0	0	0	0	0	0
MIRLET7F2	0	0	0	0	0	0
BX323845.1	0	0	0	0	0	0
BX323845.2	0	0	0	0	0	0
BX323845.3	6	8	2	2	3	0
AC233279.1	11	19	15	36	19	0
RNA5SP505	0	0	0	0	0	0
PHF8	61	88	98	39	96	0
FAM120C	13	19	14	15	18	0
AL589872.1	0	0	0	0	0	0
WNK3	3	14	6	5	4	0
RPL7AP71	0	0	0	0	0	0
RNU6-434P	0	0	0	0	0	0
TSR2	73	102	104	81	68	0
FGD1	35	48	68	71	70	0
GNL3L	62	91	103	121	113	0
PGAM4P1	0	0	0	0	0	0
ITIH6	0	0	0	0	0	0
MAGED2	674	618	529	667	670	0
SNORA11	0	0	0	0	0	0
AL049732.1	0	0	0	0	0	0
TRO	53	60	41	53	55	0
SNORA11G	0	0	0	0	0	0
PFKFB1	0	0	0	0	0	0
APEX2	87	95	96	82	86	0
ALAS2	0	0	0	0	0	0
AL020991.1	0	0	0	0	0	0
AL590240.2	0	0	1	0	0	0
PAGE2B	0	0	0	0	0	0
PAGE2	0	0	0	0	0	0
AL590240.4	0	0	0	0	0	0
AL590240.3	0	0	0	0	0	0
FAM104B	16	0	5	13	21	0
AL590240.1	0	0	0	0	0	0
MTCO1P52	0	0	0	0	0	0
MTND2P24	0	0	0	0	0	0
MTND1P30	0	0	0	0	0	0
MTRNR2L10	0	0	0	0	0	0
PAGE5	0	0	0	0	0	0
PAGE3	0	0	0	0	0	0
AL158819.1	0	0	0	0	0	0
MIR4536-1	0	0	0	0	0	0
MIR4536-2	0	0	0	0	0	0
MAGEH1	44	38	36	50	58	0
USP51	2	0	2	2	4	0
AL590410.1	0	0	0	0	0	0
AL627224.1	0	0	0	0	0	0
FOXR2	0	0	0	0	0	0
AL159987.2	0	0	0	0	0	0
AL159987.1	0	0	0	0	0	0
RRAGB	38	28	23	27	29	0
AL445472.1	0	0	0	0	0	0
AL391419.1	0	0	0	0	0	0
KLF8	0	0	0	0	6	0
RPL23AP83	0	0	0	0	0	0
UBQLN2	60	83	100	106	74	0
AL354793.1	0	0	0	0	0	0
NBDY	98	78	106	112	97	0
UQCRBP1	80	104	107	90	105	0
SPIN3	9	6	12	12	10	0
AL139397.1	0	0	0	0	0	0
AL139397.2	0	0	0	0	0	0
SPIN2B	2	12	8	9	0	0
AL022157.1	0	0	0	4	0	0
SPIN2A	2	3	3	0	2	0
PPP1R11P2	0	0	0	0	0	0
FAAH2	0	0	0	3	0	0
MTHFD1P1	133	114	152	121	128	0
ZXDB	40	30	38	46	46	0
NLRP2B	1	0	0	1	1	0
Z93019.1	0	3	0	1	0	0
ZXDA	8	16	10	15	8	0
MYCLP2	0	0	0	0	0	0
KRT8P17	0	0	0	0	0	0
BX322784.1	32	34	25	36	36	0
MTND1P31	0	0	0	0	0	0
MTND2P25	0	0	0	0	0	0
ZFRP1	0	0	0	0	0	0
AL359854.1	0	0	0	0	0	0
CBX1P1	59	59	60	66	43	0
LINC01278	23	21	21	23	29	0
SPIN4	12	25	11	18	21	0
SPIN4-AS1	0	0	0	0	0	0
ARHGEF9	26	44	23	13	29	0
ARHGEF9-IT1	0	0	0	0	0	0
BTF3P8	0	0	0	0	0	0
MIR1468	0	0	0	0	0	0
HNRNPDP1	139	151	117	140	118	0
AL355852.1	0	0	0	0	0	0
AMER1	14	6	14	10	30	0
RN7SL799P	0	0	0	0	0	0
ASB12	0	0	0	0	0	0
MTMR8	2	8	0	6	4	0
AL356317.1	2	1	1	0	5	0
PFN5P	0	0	0	0	0	0
SHC1P1	53	66	65	64	59	0
YWHAZP7	0	0	0	0	0	0
KRT8P27	0	0	0	0	0	0
GRPEL2P2	0	5	3	1	1	0
BLOC1S2P1	3	3	1	3	3	0
ZC4H2	47	29	29	65	39	0
AL445523.1	0	0	0	0	0	0
CCT4P2	0	0	0	0	0	0
MORF4L1P5	0	0	0	0	0	0
AL441964.1	3	0	1	1	0	0
ZC3H12B	2	0	0	0	0	0
TLE1P1	17	27	22	16	13	0
Z83841.1	0	0	0	0	0	0
LAS1L	133	129	114	141	123	0
FRMD8P1	35	29	25	31	36	0
MSN	2339	2429	2385	2376	2337	0
NANOGP9	0	0	0	0	0	0
AL450487.2	0	0	0	0	0	0
ETF1P3	0	0	0	1	0	0
AL450487.1	26	28	26	32	26	0
AL034397.2	0	0	0	0	0	0
AL034397.1	21	30	38	36	42	0
AL034397.3	0	0	0	0	0	0
MIR223	0	0	0	0	0	0
VSIG4	0	0	0	0	0	0
AL139276.1	2	7	4	2	2	0
EIF4BP9	0	0	0	0	0	0
HEPH	4	0	4	0	0	0
AL157698.1	0	0	0	0	0	0
AL592049.1	0	0	0	0	0	0
PKMP2	0	2	3	0	1	0
EDA2R	5	9	11	12	20	0
RNU6-394P	0	0	0	0	0	0
AL049641.1	0	0	0	0	0	0
AL049564.1	0	0	0	0	0	0
AR	114	123	113	123	92	0
BMI1P1	0	1	0	1	0	0
AL157700.1	0	0	0	0	0	0
OPHN1	18	25	21	23	29	0
AL158201.1	179	226	218	176	194	0
RNU6-1225P	0	0	0	0	0	0
AKIRIN1P2	13	6	11	4	9	0
AL672138.1	0	1	5	3	1	0
YIPF6	84	101	73	97	63	0
RNU6-245P	0	0	0	0	0	0
RPL31P63	0	0	0	1	0	0
COX6CP12	0	0	0	0	0	0
STARD8	49	54	46	52	62	0
ACTR3P2	142	132	180	161	151	0
SERBP1P1	179	133	199	186	176	0
EFNB1	131	117	109	115	125	0
PJA1	49	28	46	21	49	0
HMGN1P35	0	0	0	0	0	0
LINC00269	0	0	0	0	0	0
CYCSP43	0	0	0	0	0	0
FAM155B	0	0	0	0	0	0
AL158069.1	0	0	0	0	0	0
EDA	10	0	6	10	4	0
RNA5SP506	0	0	0	0	0	0
AL158069.2	0	0	0	0	0	0
CNOT7P1	64	37	38	40	54	0
MIR676	0	0	0	0	0	0
AL158141.1	0	0	0	0	0	0
AWAT2	0	0	0	0	0	0
OTUD6A	0	0	0	0	0	0
MTCYBP31	0	0	0	0	0	0
MTND4P31	0	0	0	0	0	0
IGBP1	51	47	43	51	38	0
IGBP1-AS2	0	0	0	0	0	0
IGBP1-AS1	0	0	0	0	2	0
DGAT2L6	0	0	0	0	0	0
RN7SL581P	0	0	0	0	0	0
AWAT1	0	0	0	0	0	0
RNA5SP507	0	0	0	0	0	0
P2RY4	0	0	0	0	0	0
ARR3	0	0	0	0	0	0
RAB41	0	0	0	0	0	0
PDZD11	47	18	28	30	15	0
KIF4A	56	60	51	53	66	0
AL357752.1	0	0	0	0	0	0
RNY4P23	0	0	0	0	0	0
GDPD2	0	0	0	0	0	0
AL139398.1	0	0	0	0	0	0
DLG3	11	8	0	2	4	0
RNU4-81P	0	0	0	0	0	0
DLG3-AS1	0	0	0	0	0	0
TEX11	0	0	0	0	0	0
AL139109.1	0	0	0	0	0	0
SNORD3E	0	0	0	0	0	0
AL627390.1	0	0	0	0	0	0
SLC7A3	0	0	0	0	0	0
RPS23P8	375	386	356	403	337	0
NUTF2P7	0	0	0	0	0	0
RNU1-56P	0	0	0	0	0	0
SOCS5P4	0	0	0	0	0	0
SNX12	203	202	227	146	228	0
FOXO4	13	8	13	31	18	0
CXorf65	0	0	0	0	0	0
AL590764.2	0	0	0	0	0	0
IL2RG	0	0	0	0	0	0
MED12	316	213	234	267	223	0
NLGN3	0	0	2	2	0	0
AL590764.1	0	0	0	0	0	0
GJB1	0	0	0	0	0	0
ZMYM3	111	120	130	127	127	0
NONO	419	389	473	445	410	0
ITGB1BP2	0	0	0	0	0	0
AL590762.3	62	62	35	25	38	0
AL590762.2	0	0	0	0	0	0
TAF1	44	47	67	58	86	0
AL590762.4	0	0	0	0	0	0
AL590762.1	38	45	70	64	44	0
INGX	0	0	0	0	0	0
AL590763.1	0	0	0	0	0	0
OGT	391	379	357	370	368	0
GCNA	9	4	2	3	0	0
CXCR3	0	0	0	0	0	0
BX276092.7	0	0	0	0	0	0
BX276092.9	0	0	0	0	0	0
BX276092.4	0	0	0	0	0	0
LINC00891	0	0	0	0	0	0
CXorf49	0	0	0	0	0	0
BX276092.2	0	0	0	0	0	0
BX276092.6	0	0	0	0	0	0
BX276092.8	0	0	0	0	0	0
BX276092.5	0	0	0	0	0	0
CXorf49B	0	0	0	0	0	0
BX276092.1	0	0	0	0	0	0
BX276092.3	0	0	0	0	0	0
BX119927.1	0	0	0	0	0	0
NHSL2	205	216	187	162	210	0
RNU6-1078P	0	0	0	0	0	0
RPS26P11	0	0	0	0	0	0
RTL5	2	13	4	4	20	0
BX119917.1	0	0	0	0	0	0
PIN4	5	0	0	11	9	0
RN7SL388P	0	0	0	0	0	0
ERCC6L	16	22	21	26	20	0
RPS4X	598	617	522	589	622	0
CITED1	0	0	0	0	0	0
AL133500.1	0	0	0	0	0	0
HDAC8	13	30	6	4	7	0
RNU2-68P	0	0	0	0	0	0
PHKA1	57	45	31	16	46	0
BX295541.1	0	0	0	0	0	0
PHKA1-AS1	0	0	0	0	0	0
AC240504.1	1	0	0	0	0	0
RNU1-112P	0	0	0	0	0	0
DMRTC1B	0	0	0	0	0	0
FAM226B	0	0	0	0	0	0
FAM236B	0	0	0	0	0	0
FAM236D	0	0	0	0	0	0
DMRTC1	0	0	0	0	0	0
FAM236C	0	0	0	0	0	0
FAM236A	0	0	0	0	0	0
PABPC1L2B-AS1	0	0	0	0	0	0
PABPC1L2B	0	0	0	0	0	0
PABPC1L2A	0	0	0	0	0	0
AL662864.1	0	0	0	0	0	0
NAP1L6	0	0	0	0	0	0
NAP1L2	6	0	2	4	4	0
TOMM20P4	44	32	32	39	42	0
AC004074.1	0	0	0	0	0	0
YWHAZP8	0	0	0	0	0	0
RNU6-1044P	0	0	0	0	0	0
CDX4	0	0	0	0	0	0
MORF4L1P6	0	0	0	0	0	0
MAP2K4P1	7	4	14	10	15	0
RPL7P53	0	0	0	0	0	0
CHIC1	8	4	21	28	18	0
SEPHS1P4	29	24	67	60	33	0
TSIX	0	2	0	0	0	0
XIST	277	265	270	233	264	0
RF02266	0	0	0	0	0	0
RF01881	0	0	0	0	0	0
RF01880	0	0	0	0	0	0
FXYD6P3	0	0	0	0	0	0
FTX	35	25	40	17	24	0
JPX	2	2	1	0	0	0
RF02124	0	0	0	0	0	0
RF02125	0	0	0	0	0	0
AL353804.1	0	0	2	2	0	0
AL353804.2	0	0	4	0	0	0
RPSAP14	0	0	0	0	0	0
AL139400.1	0	3	0	2	1	0
AL627389.1	0	0	0	0	0	0
UHRF2P1	28	10	24	28	30	0
DDX3P1	7	8	7	12	5	0
AL359740.1	0	0	0	0	0	0
DDX3P2	0	0	0	0	0	0
MKRN5P	0	0	0	0	0	0
ATP5MDP1	32	58	52	36	43	0
BMP2KL	0	0	0	0	0	0
RAB11FIP1P1	0	0	1	1	0	0
Z83843.1	14	1	4	6	14	0
MIR421	0	0	0	0	0	0
MIR374B	0	0	0	0	0	0
MIR374C	0	0	0	0	0	0
RN7SL648P	0	0	0	0	0	0
RF02119	0	0	0	0	0	0
RF02120	0	0	0	0	0	0
RF02121	0	0	0	0	0	0
RF02123	0	0	0	0	0	0
MIR545	0	0	0	0	0	0
